"DataFlash Configuration Flag","Data Buffer Length"
8,7200
"Elapsed Time","FRONT","REAR","DIFF","TPS","RPM","Front Map","Rear Map"
1620.565,2.70,2.53,0.07,0.0,1281,17.5,17.2
1620.666,2.91,2.82,0.05,0.0,1308,17.6,17.3
1620.767,4.37,3.28,0.06,0.0,1253,17.8,17.4
1620.866,1.65,3.23,0.00,0.0,1330,17.6,17.5
1620.968,1.42,2.83,-0.04,0.0,1310,17.3,17.5
1621.068,2.22,2.64,-0.03,0.0,1335,17.3,17.5
1621.167,3.14,2.71,-0.04,0.0,1394,17.4,17.6
1621.268,2.75,1.20,0.07,0.0,1409,17.4,17.0
1621.369,2.67,1.68,0.08,0.0,1296,17.4,17.0
1621.469,2.69,1.90,0.05,0.0,1249,17.7,17.4
1621.569,2.71,2.43,0.04,0.0,1351,17.8,17.6
1621.670,3.00,2.86,0.04,0.0,1321,17.7,17.5
1621.770,2.00,3.32,0.03,0.0,1369,17.7,17.5
1621.870,1.36,2.90,-0.03,0.0,1322,17.4,17.5
1621.971,2.01,2.68,-0.03,0.0,1302,17.3,17.5
1622.071,2.83,4.16,-0.03,0.0,1340,17.4,17.6
1622.171,2.93,1.33,0.05,0.0,1420,17.6,17.3
1622.272,2.71,1.47,0.09,0.0,1349,17.5,17.0
1622.371,2.64,2.14,0.07,0.0,1318,17.6,17.2
1622.472,2.75,2.54,0.06,0.0,1296,17.7,17.4
1622.572,4.32,3.10,0.06,0.0,1387,17.7,17.4
1622.673,1.73,3.25,0.01,0.0,1319,17.5,17.4
1622.774,1.41,2.88,-0.04,0.0,1304,17.3,17.5
1622.873,1.91,2.69,-0.03,0.0,1300,17.4,17.5
1622.974,2.58,3.31,-0.01,0.0,1322,17.6,17.6
1623.075,3.15,2.14,0.01,0.0,1368,17.7,17.6
1623.174,2.87,1.26,0.07,0.0,1352,17.6,17.2
1623.275,2.60,2.10,0.11,0.0,1409,17.5,16.9
1623.375,2.74,2.55,0.08,0.0,1278,17.6,17.1
1623.475,2.94,2.85,0.06,0.0,1289,17.6,17.3
1623.576,3.91,3.36,0.07,0.0,1295,17.9,17.6
1623.677,1.33,2.95,-0.03,0.0,1386,17.4,17.6
1623.776,1.82,2.69,-0.05,0.0,1319,17.2,17.5
1623.877,2.53,3.01,-0.02,0.0,1291,17.4,17.5
1623.978,3.24,2.76,-0.01,0.0,1336,17.6,17.7
1624.077,3.10,1.60,0.03,0.0,1308,17.7,17.6
1624.178,2.76,1.33,0.09,0.0,1350,17.7,17.2
1624.279,2.64,2.34,0.09,0.0,1385,17.6,17.1
1624.378,2.87,2.78,0.07,0.0,1330,17.5,17.1
1624.479,3.70,3.43,0.08,0.0,1304,17.8,17.3
1624.580,1.57,3.21,0.02,0.0,1297,17.6,17.5
1624.679,1.52,2.75,-0.04,0.0,1349,17.3,17.5
1624.780,2.73,4.20,-0.05,0.0,1409,17.2,17.5
1624.881,3.04,1.62,0.02,0.0,1347,17.4,17.2
1624.981,2.67,1.38,0.10,0.0,1410,17.4,16.9
1625.081,2.63,2.30,0.08,0.0,1334,17.4,17.0
1625.182,2.84,2.76,0.06,0.0,1311,17.4,17.1
1625.282,2.69,3.36,0.07,0.0,1376,17.7,17.3
1625.382,1.35,3.03,-0.01,0.0,1306,17.3,17.4
1625.483,1.68,2.70,-0.03,0.0,1327,17.2,17.4
1625.583,2.39,2.72,-0.01,0.0,1365,17.4,17.5
1625.683,3.20,3.34,-0.02,0.0,1316,17.5,17.7
1625.783,3.16,1.84,0.02,0.0,1305,17.7,17.5
1625.883,2.78,1.26,0.09,0.0,1370,17.7,17.2
1625.984,2.62,2.25,0.10,0.0,1384,17.5,17.0
1626.084,2.99,2.79,0.07,0.0,1393,17.5,17.1
1626.185,2.71,3.43,0.06,0.0,1303,17.6,17.3
1626.285,1.41,3.03,-0.01,0.0,1325,17.3,17.4
1626.385,1.54,2.77,-0.02,0.0,1287,17.3,17.5
1626.486,2.38,2.65,-0.02,0.0,1300,17.4,17.5
1626.586,3.20,2.83,-0.02,0.0,1369,17.6,17.7
1626.686,3.02,1.46,0.04,0.0,1332,17.6,17.4
1626.787,2.88,1.29,0.06,0.0,1286,17.7,17.4
1626.887,2.69,1.71,0.07,0.0,1320,17.8,17.3
1626.987,2.68,2.36,0.06,0.0,1311,17.8,17.4
1627.088,2.89,2.79,0.05,0.0,1334,17.7,17.4
1627.188,1.88,3.23,0.04,0.0,1386,17.7,17.5
1627.288,1.39,2.81,-0.04,0.0,1347,17.2,17.4
1627.389,2.42,2.70,-0.04,0.0,1312,17.1,17.3
1627.490,3.20,3.15,-0.03,0.0,1340,17.5,17.6
1627.589,3.27,2.20,0.00,0.0,1264,17.6,17.6
1627.690,3.03,1.42,0.04,0.0,1303,17.8,17.6
1627.791,2.76,1.40,0.08,0.0,1331,17.8,17.3
1627.890,2.65,2.26,0.08,0.0,1362,17.7,17.3
1627.991,2.85,2.74,0.06,0.0,1303,17.6,17.3
1628.092,2.61,3.41,0.07,0.0,1373,17.8,17.4
1628.191,1.35,3.02,-0.01,0.0,1321,17.4,17.5
1628.292,1.71,2.71,-0.04,0.0,1335,17.3,17.4
1628.393,2.48,3.01,-0.01,0.0,1372,17.5,17.6
1628.492,3.23,3.05,-0.01,0.0,1316,17.6,17.6
1628.593,2.93,1.29,0.07,0.0,1367,17.6,17.3
1628.694,2.60,2.00,0.11,0.0,1410,17.5,16.9
1628.794,2.76,2.60,0.08,0.0,1305,17.4,17.0
1628.894,4.20,3.22,0.08,0.0,1360,17.6,17.2
1628.994,2.02,3.37,0.04,0.0,1283,17.6,17.4
1629.094,1.42,2.82,-0.04,0.0,1360,17.2,17.4
1629.195,2.35,2.80,-0.04,0.0,1442,17.2,17.4
1629.295,3.20,2.47,-0.02,0.0,1338,17.3,17.4
1629.396,2.90,1.35,0.05,0.0,1343,17.4,17.1
1629.496,2.80,1.35,0.05,0.0,1282,17.6,17.4
1629.596,2.64,2.11,0.06,0.0,1329,17.6,17.3
1629.696,2.83,2.72,0.05,0.0,1423,17.5,17.2
1629.797,2.50,3.37,0.05,0.0,1326,17.6,17.3
1629.897,1.59,3.20,0.02,0.0,1282,17.5,17.4
1629.997,1.45,2.97,0.00,0.0,1263,17.7,17.7
1630.098,2.02,2.83,0.00,0.0,1270,17.8,17.8
1630.198,2.96,4.08,0.00,0.3,1341,18.2,18.3
1630.299,3.44,1.98,0.04,0.3,1380,18.8,18.6
1630.399,3.01,1.64,0.14,0.4,1434,18.9,18.1
1630.499,3.13,2.98,0.11,0.3,1436,18.8,18.2
1630.600,3.38,3.85,0.10,0.4,1337,19.1,18.6
1630.700,3.65,4.08,0.09,0.4,1164,19.4,18.9
1630.800,4.31,3.94,0.08,0.4,1156,19.7,19.2
1630.901,1.65,3.53,-0.01,0.3,1306,19.4,19.5
1631.001,2.07,3.00,-0.07,0.3,1359,18.9,19.3
1631.101,3.40,3.94,-0.06,1.2,1386,18.9,19.3
1631.202,3.60,2.43,-0.01,0.4,1298,19.2,19.2
1631.302,3.46,1.74,0.03,0.3,1292,19.4,19.3
1631.402,3.25,1.50,0.06,0.3,1321,19.5,19.2
1631.503,3.03,2.25,0.09,0.4,1360,19.5,19.0
1631.604,3.16,2.98,0.07,1.9,1312,19.5,19.1
1631.703,3.42,3.32,0.06,0.4,1280,19.5,19.2
1631.804,3.55,3.90,0.06,0.4,1288,19.7,19.3
1631.904,1.55,3.45,-0.02,0.4,1306,19.3,19.4
1632.004,1.66,3.19,-0.03,0.3,1278,19.2,19.4
1632.105,2.48,3.02,-0.02,0.3,1318,19.3,19.4
1632.205,3.02,3.94,-0.01,0.4,1327,19.4,19.5
1632.305,3.60,4.13,0.00,0.4,1250,19.5,19.5
1632.406,3.63,4.14,0.01,0.3,1223,19.7,19.6
1632.506,3.65,3.93,0.01,1.2,1267,19.8,19.7
1632.606,3.76,3.16,0.01,0.4,1269,19.8,19.7
1632.707,3.63,2.33,0.02,0.3,1291,19.8,19.7
1632.807,3.46,1.74,0.04,0.4,1302,19.8,19.6
1632.907,3.22,1.51,0.07,0.4,1328,19.8,19.4
1633.008,3.05,2.25,0.08,0.4,1340,19.7,19.2
1633.108,3.13,2.92,0.07,0.8,1318,19.6,19.2
1633.208,3.41,3.30,0.06,0.3,1289,19.5,19.2
1633.309,2.52,3.75,0.04,0.4,1329,19.6,19.3
1633.409,1.49,3.21,-0.04,0.3,1341,19.0,19.3
1633.509,2.72,3.19,-0.05,0.3,1409,18.8,19.1
1633.610,3.32,1.65,0.02,0.3,1435,19.0,18.9
1633.710,2.91,2.18,0.13,0.4,1503,18.9,18.1
1633.811,3.57,3.18,0.10,0.4,1443,18.9,18.3
1633.911,1.40,3.14,-0.04,0.3,1471,18.3,18.6
1634.011,2.95,4.25,-0.07,0.3,1469,18.2,18.6
1634.111,3.06,1.32,0.09,0.5,1491,18.5,18.0
1634.212,3.02,2.74,0.12,1.6,1496,18.6,18.0
1634.312,1.66,3.37,0.06,0.3,1506,18.6,18.3
1634.412,2.22,2.93,-0.05,0.3,1433,18.2,18.4
1634.513,3.20,1.53,0.01,0.3,1509,18.5,18.4
1634.613,2.91,2.62,0.14,1.8,1568,18.4,17.6
1634.714,1.84,3.45,0.08,0.4,1459,18.5,18.0
1634.814,2.30,2.92,-0.05,0.3,1505,18.0,18.3
1634.914,3.02,1.23,0.05,0.3,1574,18.2,18.0
1635.015,3.08,2.94,0.12,0.3,1537,18.2,17.5
1635.115,1.59,3.41,0.04,0.3,1393,18.4,18.1
1635.215,2.34,2.96,-0.05,0.0,1566,17.8,18.1
1635.316,2.65,1.19,0.09,0.0,1541,17.5,17.0
1635.415,2.66,2.51,0.10,0.0,1453,17.1,16.5
1635.516,3.06,3.38,0.09,0.0,1350,17.3,16.8
1635.617,1.40,2.72,-0.05,0.0,1425,16.8,17.0
1635.717,2.97,3.01,-0.08,0.0,1483,16.7,17.2
1635.817,2.55,1.44,0.10,0.0,1521,16.8,16.3
1635.918,2.70,2.52,0.08,0.4,1344,16.9,16.4
1636.018,4.16,3.00,0.07,0.0,1338,17.2,16.9
1636.118,1.27,2.84,-0.04,0.0,1444,16.9,17.1
1636.319,2.94,1.47,0.01,0.0,1429,17.0,16.9
1636.419,2.77,1.30,0.07,0.0,1325,17.2,16.8
1636.520,2.61,2.27,0.09,0.0,1390,17.3,16.8
1636.619,2.78,2.63,0.06,0.0,1318,17.4,17.1
1636.720,3.33,2.95,0.05,0.0,1270,17.5,17.2
1636.821,1.56,3.14,0.00,0.0,1386,17.5,17.5
1636.921,1.59,2.71,-0.06,0.0,1353,17.1,17.4
1637.021,2.52,2.87,-0.04,0.0,1263,17.1,17.3
1637.122,2.77,4.14,-0.01,0.0,1260,17.5,17.6
1637.222,3.08,1.78,0.03,0.0,1384,17.7,17.5
1637.322,2.63,1.44,0.11,0.0,1423,17.5,16.9
1637.423,2.65,2.38,0.09,0.0,1354,17.4,16.9
1637.523,2.85,2.75,0.06,0.0,1300,17.5,17.1
1637.623,4.18,3.10,0.06,0.0,1273,17.7,17.4
1637.724,2.09,3.38,0.02,0.0,1304,17.7,17.6
1637.824,1.45,3.12,0.00,0.0,1272,17.6,17.6
1637.924,1.46,2.86,-0.01,0.0,1271,17.6,17.7
1638.025,1.90,2.71,-0.01,0.0,1255,17.7,17.7
1638.125,2.37,2.69,0.01,0.0,1320,17.8,17.7
1638.225,3.01,4.21,-0.02,0.0,1268,17.7,17.8
1638.326,3.18,2.07,0.03,0.0,1342,17.9,17.7
1638.426,3.10,1.58,0.03,0.0,1272,17.8,17.6
1638.526,2.84,1.28,0.06,0.0,1314,17.9,17.5
1638.626,2.74,1.59,0.06,0.0,1295,17.8,17.5
1638.727,2.66,2.37,0.06,0.0,1369,17.8,17.4
1638.828,2.76,2.55,0.04,0.0,1241,17.9,17.6
1638.927,2.91,2.82,0.04,0.0,1316,17.8,17.6
1639.028,3.15,3.47,0.06,0.0,1324,18.0,17.7
1639.129,1.71,3.28,0.02,0.0,1259,17.8,17.7
1639.228,1.37,2.91,-0.02,0.0,1305,17.6,17.7
1639.329,1.92,2.70,-0.02,0.0,1277,17.5,17.6
1639.430,2.61,3.32,-0.02,0.0,1277,17.5,17.6
1639.529,3.20,2.76,0.00,0.0,1371,17.7,17.8
1639.630,3.18,1.86,0.01,0.0,1259,17.7,17.7
1639.731,2.90,1.30,0.06,0.0,1323,17.8,17.4
1639.830,2.65,1.83,0.09,0.0,1372,17.7,17.2
1639.932,2.68,2.33,0.06,0.0,1273,17.7,17.4
1640.032,2.81,2.69,0.05,0.0,1325,17.8,17.5
1640.131,3.07,2.94,0.04,0.0,1252,17.7,17.5
1640.232,3.37,3.50,0.05,0.0,1292,18.0,17.7
1640.333,1.92,3.37,0.03,0.0,1237,17.9,17.7
1640.433,1.39,2.95,-0.02,0.0,1324,17.6,17.7
1640.533,1.65,2.79,-0.02,0.0,1250,17.6,17.7
1640.634,2.35,2.67,-0.01,0.0,1276,17.7,17.7
1640.734,2.64,3.69,0.00,0.0,1317,17.8,17.8
1640.834,3.33,2.65,0.00,0.0,1305,17.8,17.8
1640.935,3.05,1.47,0.05,0.0,1337,17.9,17.6
1641.035,3.04,1.39,0.04,0.0,1246,18.0,17.8
1641.135,2.71,1.69,0.09,0.0,1359,17.9,17.5
1641.236,2.69,2.36,0.07,0.0,1327,17.8,17.4
1641.336,2.74,2.50,0.05,0.0,1257,17.9,17.6
1641.436,2.90,2.80,0.05,0.0,1321,17.9,17.7
1641.537,4.02,3.44,0.06,0.0,1283,18.0,17.6
1641.637,3.15,3.58,0.05,0.0,1218,18.0,17.7
1641.737,1.39,3.05,-0.02,0.0,1329,17.6,17.8
1641.837,1.62,2.73,-0.04,0.0,1308,17.4,17.6
1641.938,2.22,2.66,-0.02,0.0,1235,17.5,17.6
1642.038,2.54,3.05,0.00,0.0,1329,17.8,17.8
1642.139,3.22,3.76,-0.01,0.3,1272,17.8,17.8
1642.239,3.21,2.01,0.03,0.0,1321,17.9,17.7
1642.339,3.02,1.41,0.06,0.0,1306,17.9,17.6
1642.439,2.96,1.34,0.04,0.0,1255,17.9,17.7
1642.540,2.62,1.98,0.09,0.0,1395,17.8,17.3
1642.641,2.71,2.22,0.06,0.0,1212,17.9,17.6
1642.740,2.73,2.53,0.05,0.0,1280,17.9,17.6
1642.841,3.04,2.87,0.05,0.0,1340,17.9,17.6
1642.942,3.55,3.08,0.03,0.0,1195,17.9,17.7
1643.041,1.85,3.27,0.00,0.0,1371,17.8,17.8
1643.142,1.38,3.02,-0.02,0.0,1261,17.6,17.7
1643.243,1.62,2.78,-0.02,0.0,1277,17.6,17.7
1643.342,2.37,2.67,-0.01,0.0,1375,17.6,17.6
1643.443,3.19,3.48,-0.02,0.7,1303,17.6,17.7
1643.544,3.06,1.56,0.04,0.0,1339,17.7,17.5
1643.644,2.83,1.27,0.08,0.0,1336,17.7,17.3
1643.744,2.67,1.86,0.08,0.0,1323,17.7,17.2
1643.845,2.73,2.57,0.07,0.1,1317,17.6,17.3
1643.944,2.87,2.77,0.06,0.0,1223,17.7,17.4
1644.045,3.93,3.31,0.07,0.0,1354,18.0,17.6
1644.146,1.64,3.27,0.01,0.0,1289,17.7,17.6
1644.246,1.50,2.77,-0.05,0.0,1372,17.3,17.5
1644.346,1.96,2.71,-0.02,0.0,1233,17.5,17.6
1644.447,2.63,3.31,-0.01,0.0,1286,17.6,17.6
1644.546,3.17,2.19,0.01,0.0,1393,17.8,17.7
1644.647,3.12,1.59,0.03,0.0,1260,17.8,17.6
1644.748,2.98,1.34,0.05,0.0,1272,17.9,17.6
1644.848,2.67,1.76,0.08,0.0,1365,17.8,17.4
1644.948,2.72,2.55,0.07,0.0,1300,17.6,17.2
1645.048,3.02,2.88,0.06,0.0,1312,17.7,17.3
1645.149,3.02,3.51,0.06,0.0,1305,17.9,17.5
1645.249,2.43,3.52,0.06,0.0,1194,18.0,17.6
1645.349,1.43,3.07,0.00,0.0,1312,17.7,17.7
1645.450,1.50,2.84,-0.02,0.0,1252,17.6,17.7
1645.550,2.79,4.13,-0.05,0.0,1398,17.3,17.5
1645.650,2.83,1.23,0.06,0.0,1444,17.3,17.0
1645.751,2.78,1.39,0.07,0.0,1284,17.4,17.0
1645.851,2.65,2.17,0.07,0.0,1329,17.5,17.1
1645.951,2.76,2.61,0.06,0.0,1352,17.6,17.2
1646.052,4.34,3.15,0.06,0.0,1316,17.7,17.3
1646.152,1.62,3.19,0.00,0.0,1343,17.5,17.4
1646.252,1.36,3.03,0.00,0.0,1249,17.5,17.5
1646.353,2.16,2.60,-0.04,0.0,1354,17.2,17.4
1646.454,2.98,1.94,-0.03,0.0,1470,17.3,17.5
1646.553,2.69,1.30,0.08,0.0,1400,17.2,16.8
1646.654,2.59,2.32,0.08,0.0,1398,17.2,16.7
1646.755,2.87,2.77,0.06,0.0,1362,17.3,17.0
1646.854,4.08,3.36,0.06,0.0,1278,17.5,17.2
1646.955,1.96,3.35,0.02,0.0,1274,17.5,17.4
1647.056,1.39,2.80,-0.05,0.0,1334,17.2,17.5
1647.155,2.32,2.60,-0.04,0.0,1305,17.1,17.3
1647.256,3.13,3.65,-0.04,0.5,1345,17.4,17.6
1647.357,3.19,1.70,0.03,0.0,1323,17.7,17.5
1647.456,2.97,1.39,0.11,0.0,1381,18.1,17.5
1647.557,2.99,2.80,0.11,0.1,1423,18.2,17.6
1647.658,1.97,3.53,0.07,0.5,1456,18.5,18.2
1647.757,2.70,3.21,-0.08,0.9,1559,18.1,18.5
1647.858,3.14,1.63,0.11,0.8,1626,18.8,18.2
1647.959,1.43,3.41,0.05,1.1,1732,18.9,18.6
1648.059,3.20,1.28,0.01,0.9,1754,18.6,18.6
1648.159,4.48,3.54,0.12,1.2,1638,19.0,18.4
1648.259,1.73,3.31,-0.08,0.9,1495,18.7,19.1
1648.360,3.59,4.24,-0.08,1.4,1405,19.2,19.7
1648.460,3.57,1.64,0.04,1.1,1418,19.9,19.7
1648.560,3.31,2.22,0.11,1.1,1409,20.2,19.6
1648.660,3.58,3.50,0.08,1.1,1413,20.3,19.8
1648.761,1.59,3.60,-0.03,1.1,1437,20.0,20.1
1648.861,2.84,3.37,-0.09,1.1,1523,19.6,20.1
1648.962,3.40,1.48,0.03,0.8,1485,19.9,19.7
1649.062,3.16,2.84,0.11,0.7,1468,19.7,19.1
1649.162,2.71,3.79,0.08,0.8,1443,19.8,19.3
1649.263,2.42,3.05,-0.09,0.7,1553,18.8,19.3
1649.363,3.12,1.29,0.05,0.7,1606,19.0,18.8
1649.463,3.62,3.01,0.10,0.5,1596,18.7,18.2
1649.564,1.54,2.91,-0.06,0.0,1529,17.8,18.2
1649.664,3.34,2.53,-0.06,0.4,1477,17.9,18.3
1649.764,3.27,1.63,0.11,1.2,1469,18.6,18.0
1649.864,4.27,3.85,0.11,1.5,1604,19.5,18.9
1649.965,3.10,4.05,-0.13,1.9,1681,19.1,19.8
1650.065,3.45,2.65,0.14,1.9,1725,20.0,19.2
1650.166,1.58,3.75,-0.01,2.4,1665,20.1,20.2
1650.266,3.91,1.65,0.07,3.5,1753,21.0,20.6
1650.366,1.65,4.07,0.01,3.8,1810,21.5,21.5
1650.467,3.94,2.77,0.13,4.3,1927,21.9,21.2
1650.568,3.80,3.94,-0.12,6.1,2043,21.5,22.2
1650.667,1.74,4.33,0.08,6.4,2063,22.4,21.9
1650.768,4.59,4.47,0.17,6.8,2169,22.9,21.9
1650.869,4.35,3.89,0.10,7.0,2269,22.7,22.1
1650.968,4.31,3.49,0.04,7.6,2362,22.6,22.4
1651.069,4.41,3.99,0.03,8.0,2451,22.8,22.7
1651.170,4.81,4.57,0.03,8.4,2511,23.1,23.0
1651.270,1.89,4.46,-0.01,8.3,2597,23.1,23.2
1651.370,3.44,4.42,-0.06,8.4,2731,23.0,23.3
1651.470,4.31,1.72,0.09,8.7,2797,23.3,22.8
1651.570,4.73,4.54,0.10,8.8,2811,23.5,23.0
1651.771,4.29,3.37,0.12,7.4,2952,23.1,22.4
1651.872,1.53,2.66,-0.04,0.0,2929,20.8,21.0
1651.972,1.89,0.83,0.01,0.0,2557,16.9,16.8
1652.072,1.59,2.25,0.00,0.0,2055,14.8,14.8
1652.172,2.41,2.18,0.14,0.0,1791,14.7,13.9
1652.273,2.32,3.04,-0.02,0.7,1795,15.3,15.4
1652.373,3.09,2.80,0.17,0.9,1952,16.6,15.7
1652.473,2.96,1.12,0.00,1.2,2015,16.5,16.5
1652.574,1.87,3.13,-0.05,1.4,2002,17.0,17.3
1652.674,3.02,3.42,0.14,1.8,2126,17.9,17.1
1652.775,3.34,1.56,0.04,2.2,1960,18.0,17.7
1652.875,2.69,3.66,-0.11,2.4,2056,18.3,18.9
1652.975,3.65,3.85,0.15,2.6,1972,19.4,18.6
1653.076,3.46,1.94,0.04,2.8,2087,19.1,18.9
1653.176,3.40,3.51,-0.14,4.7,2098,19.3,20.1
1653.276,1.51,3.88,0.06,3.4,2041,20.1,19.7
1653.377,3.91,3.55,0.14,3.9,2067,20.4,19.6
1653.477,3.78,1.60,0.00,4.2,2162,20.3,20.3
1653.577,3.67,3.24,-0.15,4.3,2187,20.4,21.2
1653.678,1.94,3.95,-0.04,4.3,2141,20.7,20.9
1653.778,1.70,4.11,0.12,4.3,2178,21.3,20.7
1653.878,4.36,4.05,0.17,4.5,2223,21.4,20.5
1653.979,3.93,3.41,0.09,4.5,2245,20.9,20.4
1654.079,3.80,2.65,0.03,4.3,2308,20.6,20.5
1654.179,3.76,1.71,-0.04,4.2,2344,20.5,20.7
1654.280,3.73,1.55,-0.06,4.3,2412,20.4,20.8
1654.380,3.72,1.50,-0.07,4.2,2429,20.4,20.8
1654.480,3.71,1.49,-0.07,4.3,2434,20.4,20.8
1654.581,3.72,1.70,-0.05,4.5,2441,20.4,20.7
1654.680,3.72,1.96,-0.05,4.2,2478,20.4,20.6
1654.781,3.76,2.55,-0.02,4.3,2477,20.4,20.5
1654.882,3.85,3.17,-0.01,4.5,2478,20.4,20.5
1654.982,3.98,3.63,0.00,4.5,2495,20.4,20.4
1655.082,2.61,4.05,-0.01,4.2,2511,20.3,20.4
1655.183,1.43,3.93,-0.03,4.3,2531,20.2,20.4
1655.283,2.38,3.83,-0.03,4.2,2600,20.2,20.3
1655.383,3.32,2.32,-0.01,3.4,2607,20.1,20.1
1655.484,3.28,1.30,0.05,3.1,2621,19.6,19.3
1655.584,2.92,2.10,0.04,2.2,2572,18.9,18.6
1655.684,3.27,2.60,0.05,1.1,2535,17.7,17.4
1655.785,2.24,2.97,0.03,1.2,2480,16.9,16.7
1655.885,1.25,2.80,0.03,0.8,2492,16.3,16.1
1655.985,0.99,2.70,0.04,0.8,2460,15.8,15.6
1656.086,1.00,2.66,0.05,0.8,2406,15.6,15.3
1656.186,0.97,2.61,0.08,0.7,2403,15.5,15.0
1656.286,0.95,2.60,0.10,0.5,2341,15.3,14.8
1656.387,1.01,2.55,0.11,0.4,2348,15.1,14.5
1656.487,1.65,2.61,0.14,0.4,2305,15.0,14.3
1656.587,3.71,2.42,0.12,0.4,2277,14.8,14.2
1656.688,2.45,2.01,0.07,0.4,2236,14.6,14.2
1656.788,2.40,1.17,0.03,0.4,2190,14.6,14.5
1656.888,2.52,1.56,-0.06,0.3,2144,14.8,15.1
1656.989,1.31,2.53,0.01,0.1,2093,15.0,14.9
1657.089,4.00,2.61,0.14,0.4,2039,15.4,14.7
1657.190,2.43,1.25,0.04,0.1,2078,15.1,14.9
1657.290,1.93,2.62,-0.04,0.0,2027,15.2,15.4
1657.390,2.90,2.46,0.14,0.1,1917,15.7,14.9
1657.491,2.63,1.12,-0.03,0.0,1912,15.4,15.5
1657.591,1.41,2.89,0.09,0.0,1850,15.9,15.4
1657.691,2.61,1.04,0.03,0.0,1834,15.8,15.6
1657.792,1.35,2.88,0.08,0.0,1762,16.2,15.7
1657.891,2.57,1.00,0.02,0.0,1783,15.8,15.7
1657.992,2.87,2.94,0.13,0.0,1750,16.2,15.5
1658.093,2.67,3.10,-0.07,0.0,1666,15.6,15.9
1658.192,2.49,2.11,0.13,0.0,1677,16.0,15.2
1658.293,1.23,2.85,0.06,0.0,1573,16.2,15.9
1658.394,2.88,3.44,-0.04,1.1,1518,16.2,16.4
1658.493,2.74,1.20,0.10,0.0,1470,16.8,16.2
1658.594,2.74,2.57,0.12,0.0,1421,17.0,16.3
1658.695,2.08,3.27,0.09,0.0,1448,17.4,16.9
1658.795,1.55,2.73,-0.03,0.0,1402,17.0,17.1
1658.895,3.10,2.76,-0.04,0.0,1461,17.1,17.4
1658.996,2.66,1.55,0.12,0.0,1497,17.2,16.6
1659.096,3.54,2.80,0.11,0.0,1533,17.3,16.7
1659.196,2.16,2.72,-0.07,0.4,1736,16.5,16.9
1659.297,3.87,2.79,0.14,0.8,1995,16.9,16.1
1659.397,2.80,1.11,0.00,0.8,2022,16.4,16.4
1659.497,1.76,2.97,-0.05,0.9,1947,16.6,16.9
1659.598,3.74,3.03,0.13,1.4,2014,17.4,16.7
1659.698,3.07,1.16,-0.05,1.2,1990,17.2,17.5
1659.798,1.62,3.12,-0.05,1.4,2007,17.4,17.7
1659.899,3.17,2.61,0.12,1.5,1832,18.2,17.5
1659.999,3.10,3.00,-0.10,1.5,2021,18.0,18.6
1660.099,2.38,3.60,0.12,1.5,1904,18.6,18.0
1660.200,3.05,1.51,0.04,1.4,1970,18.2,17.9
1660.300,2.01,3.14,-0.07,1.4,1983,18.0,18.3
1660.401,4.01,3.18,0.13,1.4,1980,18.3,17.6
1660.501,3.08,1.18,-0.03,1.2,1964,17.7,17.9
1660.601,1.52,3.21,-0.05,1.4,1953,17.8,18.1
1660.701,3.30,3.06,0.12,1.8,2001,18.3,17.7
1660.802,3.20,1.23,-0.05,1.6,1993,18.0,18.3
1660.902,1.54,3.40,-0.05,1.9,1979,18.3,18.6
1661.003,3.56,3.35,0.12,2.4,1977,18.9,18.2
1661.103,3.35,1.32,-0.03,2.3,2100,18.7,18.8
1661.203,2.91,3.97,-0.13,2.8,2081,18.7,19.4
1661.304,1.43,3.79,0.06,3.2,2127,19.5,19.2
1661.403,4.10,3.84,0.15,3.8,2141,20.1,19.2
1661.504,3.89,2.89,0.07,4.5,2254,20.3,19.9
1661.605,3.84,1.83,-0.01,4.7,2282,20.5,20.5
1661.704,3.85,1.39,-0.07,4.9,2340,20.6,21.0
1661.805,4.02,1.50,-0.07,6.1,2398,20.9,21.3
1661.906,4.12,1.72,-0.04,6.5,2494,21.5,21.7
1662.005,4.18,2.79,0.00,6.9,2551,22.0,22.0
1662.106,4.41,4.23,0.02,7.4,2582,22.4,22.3
1662.207,1.71,4.41,-0.04,8.1,2668,22.4,22.6
1662.307,3.89,4.45,-0.06,10.3,2771,22.6,23.0
1662.408,4.41,2.62,0.11,10.2,2793,23.3,22.7
1662.508,2.27,4.52,0.05,10.6,2832,23.7,23.4
1662.608,4.42,2.66,-0.02,10.8,2932,23.6,23.7
1662.708,4.55,4.62,0.11,11.2,2940,24.1,23.5
1662.809,4.35,2.56,-0.05,11.1,3093,23.5,23.8
1662.909,2.32,4.54,0.07,11.1,3153,23.8,23.5
1663.009,4.48,3.55,0.12,12.6,3281,23.6,22.9
1663.110,4.30,1.51,-0.01,10.8,3394,23.0,23.0
1663.210,3.94,3.04,-0.10,10.8,3499,22.6,23.2
1663.310,3.56,3.86,-0.08,10.8,3567,22.4,22.9
1663.411,3.90,3.67,-0.04,12.6,3668,22.4,22.7
1663.511,4.29,2.35,-0.02,13.0,3761,22.8,22.9
1663.611,4.47,1.83,0.02,13.4,3834,23.0,22.9
1663.712,4.57,4.26,0.03,13.5,3894,23.2,23.0
1663.812,1.25,4.03,-0.02,6.1,3939,22.6,22.7
